Sentence,Subject Characters,Actions with Subject Charcater,Object Characters,Objects and Actions,sentence sentiment score,dependency_tree
"Harry learns from the Daily Prophet , Sirius , the same convict and a follower of Tom , broke out of Azkaban , the first person to ever do so .","['Harry', 'Prophet', 'Sirius', 'convict', 'follower', 'Tom', 'Azkaban']","['Harry:learns', 'Prophet:learns', 'Sirius:learns', 'convict:learns', 'follower:learns', 'Tom:follower', 'Azkaban:broke']",['person'],['person:learns'],-0.4215,"[(('learns', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('learns', 'VBZ'), 'nmod', ('Prophet', 'NN')), (('Prophet', 'NN'), 'case', ('from', 'IN')), (('Prophet', 'NN'), 'det', ('the', 'DT')), (('Prophet', 'NN'), 'amod', ('Daily', 'JJ')), (('Prophet', 'NN'), 'conj', ('Sirius', 'NNP')), (('Prophet', 'NN'), 'conj', ('convict', 'NN')), (('convict', 'NN'), 'det', ('the', 'DT')), (('convict', 'NN'), 'amod', ('same', 'JJ')), (('Prophet', 'NN'), 'cc', ('and', 'CC')), (('Prophet', 'NN'), 'conj', ('follower', 'NN')), (('follower', 'NN'), 'det', ('a', 'DT')), (('follower', 'NN'), 'nmod', ('Tom', 'NNP')), (('Tom', 'NNP'), 'case', ('of', 'IN')), (('learns', 'VBZ'), 'dep', ('broke', 'VBD')), (('broke', 'VBD'), 'compound:prt', ('out', 'RP')), (('broke', 'VBD'), 'nmod', ('Azkaban', 'NNP')), (('Azkaban', 'NNP'), 'case', ('of', 'IN')), (('learns', 'VBZ'), 'dobj', ('person', 'NN')), (('person', 'NN'), 'det', ('the', 'DT')), (('person', 'NN'), 'amod', ('first', 'JJ')), (('learns', 'VBZ'), 'xcomp', ('do', 'VB')), (('do', 'VB'), 'mark', ('to', 'TO')), (('do', 'VB'), 'advmod', ('ever', 'RB')), (('do', 'VB'), 'advmod', ('so', 'RB'))]"
"Sirius was imprisoned for murdering thirteen people with a single curse in  , right after James , Harry and Lily 's murder .","['curse', 'murder', 'Harry', 'James']","['curse:murdering', 'murder:murdering', 'Harry:curse', 'James:right']","['Sirius', 'people']","['Sirius:imprisoned', 'people:murdering']",-0.9477,"[(('imprisoned', 'VBN'), 'nsubjpass', ('Sirius', 'NNS')), (('imprisoned', 'VBN'), 'auxpass', ('was', 'VBD')), (('imprisoned', 'VBN'), 'advcl', ('murdering', 'VBG')), (('murdering', 'VBG'), 'mark', ('for', 'IN')), (('murdering', 'VBG'), 'dobj', ('people', 'NNS')), (('people', 'NNS'), 'compound', ('thirteen', 'NN')), (('murdering', 'VBG'), 'nmod', ('curse', 'NN')), (('curse', 'NN'), 'case', ('with', 'IN')), (('curse', 'NN'), 'det', ('a', 'DT')), (('curse', 'NN'), 'amod', ('single', 'JJ')), (('curse', 'NN'), 'nmod', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', ('in', 'IN')), (('Harry', 'NNP'), 'dep', ('right', 'RB')), (('right', 'RB'), 'nmod', ('James', 'NNP')), (('James', 'NNP'), 'case', ('after', 'IN')), (('curse', 'NN'), 'cc', ('and', 'CC')), (('curse', 'NN'), 'conj', ('murder', 'NN')), (('murder', 'NN'), 'nmod:poss', ('Lily', 'NNP')), (('Lily', 'NNP'), 'case', (""'s"", 'POS'))]"
"At the Leaky Cauldron , Harry meets the Minister for Magic , Cornelius , in person , though Harry has to pretend that Harry does n't know Harry since Harry and Ronald were technically breaking school rules during Harry and Ronald 's previous school year when Harry and Ronald saw Harry in Rubeus 's Hut .","['Cauldron', 'Harry', 'Ronald', 'year', 'Ronald', 'Cornelius', 'person', 'Harry', 'Ronald', 'year', 'Ronald', 'Harry', 'Ronald', 'year', 'Ronald', 'Harry', 'Ronald', 'year', 'Ronald', 'Harry', 'Ronald', 'year', 'Ronald', 'Harry', 'Ronald', 'year', 'Ronald', 'Hut']","['Cauldron:meets', 'Harry:meets', 'Ronald:meets', 'year:meets', 'Ronald:meets', 'Cornelius:Minister', 'person:Minister', 'Harry:has', 'Ronald:has', 'year:has', 'Ronald:has', 'Harry:know', 'Ronald:know', 'year:know', 'Ronald:know', 'Harry:breaking', 'Ronald:breaking', 'year:breaking', 'Ronald:breaking', 'Harry:breaking', 'Ronald:breaking', 'year:breaking', 'Ronald:breaking', 'Harry:saw', 'Ronald:saw', 'year:saw', 'Ronald:saw', 'Hut:Harry']","['Minister', 'Harry', 'Ronald', 'year', 'Ronald', 'rules', 'Harry', 'Ronald', 'year', 'Ronald']","['Minister:meets', 'Harry:know', 'Ronald:know', 'year:know', 'Ronald:know', 'rules:breaking', 'Harry:saw', 'Ronald:saw', 'year:saw', 'Ronald:saw']",-0.1027,"[(('meets', 'VBZ'), 'nmod', ('Cauldron', 'NNP')), (('Cauldron', 'NNP'), 'case', ('At', 'IN')), (('Cauldron', 'NNP'), 'det', ('the', 'DT')), (('Cauldron', 'NNP'), 'compound', ('Leaky', 'NNP')), (('meets', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('meets', 'VBZ'), 'dobj', ('Minister', 'NNP')), (('Minister', 'NNP'), 'det', ('the', 'DT')), (('Minister', 'NNP'), 'nmod', ('Cornelius', 'NNP')), (('Cornelius', 'NNP'), 'case', ('for', 'IN')), (('Cornelius', 'NNP'), 'compound', ('Magic', 'NNP')), (('Minister', 'NNP'), 'nmod', ('person', 'NN')), (('person', 'NN'), 'case', ('in', 'IN')), (('meets', 'VBZ'), 'advcl', ('has', 'VBZ')), (('has', 'VBZ'), 'mark', ('though', 'IN')), (('has', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('has', 'VBZ'), 'xcomp', ('pretend', 'VB')), (('pretend', 'VB'), 'mark', ('to', 'TO')), (('pretend', 'VB'), 'ccomp', ('know', 'VB')), (('know', 'VB'), 'mark', ('that', 'IN')), (('know', 'VB'), 'nsubj', ('Harry', 'NNP')), (('know', 'VB'), 'aux', ('does', 'VBZ')), (('know', 'VB'), 'neg', (""n't"", 'RB')), (('know', 'VB'), 'dobj', ('Harry', 'NNP')), (('know', 'VB'), 'advcl', ('breaking', 'VBG')), (('breaking', 'VBG'), 'mark', ('since', 'IN')), (('breaking', 'VBG'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('breaking', 'VBG'), 'aux', ('were', 'VBD')), (('breaking', 'VBG'), 'advmod', ('technically', 'RB')), (('breaking', 'VBG'), 'dobj', ('rules', 'NNS')), (('rules', 'NNS'), 'compound', ('school', 'NN')), (('breaking', 'VBG'), 'nmod', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', ('during', 'IN')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('year', 'NN')), (('year', 'NN'), 'nmod:poss', ('Ronald', 'NNP')), (('Ronald', 'NNP'), 'case', (""'s"", 'POS')), (('year', 'NN'), 'amod', ('previous', 'JJ')), (('year', 'NN'), 'compound', ('school', 'NN')), (('year', 'NN'), 'acl:relcl', ('saw', 'VBD')), (('saw', 'VBD'), 'advmod', ('when', 'WRB')), (('saw', 'VBD'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('saw', 'VBD'), 'dobj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'nmod', ('Hut', 'NNP')), (('Hut', 'NNP'), 'case', ('in', 'IN')), (('Hut', 'NNP'), 'nmod:poss', ('Rubeus', 'NNP')), (('Rubeus', 'NNP'), 'case', (""'s"", 'POS'))]"
"After explaining that Marge has been restored to normal and her memory modified , to Harry 's surprise , Fudge does n't take any action against Harry stating that accidental uses of magic do n't count as violations of the Decree for the Reasonable Restriction of Underage Sorcery .","['surprise', 'Fudge', 'Harry', 'uses', 'magic', 'violations', 'Decree', 'Restriction', 'Sorcery']","['surprise:modified', 'Fudge:take', 'Harry:action', 'uses:count', 'magic:uses', 'violations:count', 'Decree:violations', 'Restriction:count', 'Sorcery:Restriction']","['Marge', 'action']","['Marge:restored', 'action:take']",0.5962,"[(('take', 'VB'), 'advcl', ('explaining', 'VBG')), (('explaining', 'VBG'), 'mark', ('After', 'IN')), (('explaining', 'VBG'), 'ccomp', ('restored', 'VBN')), (('restored', 'VBN'), 'mark', ('that', 'IN')), (('restored', 'VBN'), 'nsubjpass', ('Marge', 'NNP')), (('restored', 'VBN'), 'aux', ('has', 'VBZ')), (('restored', 'VBN'), 'auxpass', ('been', 'VBN')), (('restored', 'VBN'), 'nmod', ('normal', 'JJ')), (('normal', 'JJ'), 'case', ('to', 'TO')), (('normal', 'JJ'), 'cc', ('and', 'CC')), (('normal', 'JJ'), 'conj', ('memory', 'NN')), (('memory', 'NN'), 'nmod:poss', ('her', 'PRP$')), (('memory', 'NN'), 'acl', ('modified', 'VBN')), (('modified', 'VBN'), 'nmod', ('surprise', 'NN')), (('surprise', 'NN'), 'case', ('to', 'TO')), (('surprise', 'NN'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS')), (('take', 'VB'), 'nsubj', ('Fudge', 'NNP')), (('take', 'VB'), 'aux', ('does', 'VBZ')), (('take', 'VB'), 'neg', (""n't"", 'RB')), (('take', 'VB'), 'dobj', ('action', 'NN')), (('action', 'NN'), 'det', ('any', 'DT')), (('action', 'NN'), 'nmod', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', ('against', 'IN')), (('take', 'VB'), 'xcomp', ('stating', 'VBG')), (('stating', 'VBG'), 'ccomp', ('count', 'VB')), (('count', 'VB'), 'mark', ('that', 'IN')), (('count', 'VB'), 'nsubj', ('uses', 'NNS')), (('uses', 'NNS'), 'amod', ('accidental', 'JJ')), (('uses', 'NNS'), 'nmod', ('magic', 'NN')), (('magic', 'NN'), 'case', ('of', 'IN')), (('count', 'VB'), 'aux', ('do', 'VBP')), (('count', 'VB'), 'neg', (""n't"", 'RB')), (('count', 'VB'), 'nmod', ('violations', 'NNS')), (('violations', 'NNS'), 'case', ('as', 'IN')), (('violations', 'NNS'), 'nmod', ('Decree', 'NNP')), (('Decree', 'NNP'), 'case', ('of', 'IN')), (('Decree', 'NNP'), 'det', ('the', 'DT')), (('count', 'VB'), 'nmod', ('Restriction', 'NN')), (('Restriction', 'NN'), 'case', ('for', 'IN')), (('Restriction', 'NN'), 'det', ('the', 'DT')), (('Restriction', 'NN'), 'amod', ('Reasonable', 'JJ')), (('Restriction', 'NN'), 'nmod', ('Sorcery', 'NNP')), (('Sorcery', 'NNP'), 'case', ('of', 'IN')), (('Sorcery', 'NNP'), 'compound', ('Underage', 'NNP'))]"
"Fudge books a room for Harry , where Harry will stay for the rest of the summer , but refuses to sign Harry 's Hogsmeade permission slip .","['Fudge', 'Harry', 'Harry', 'rest', 'summer']","['Fudge:books', 'Harry:books', 'Harry:stay', 'rest:stay', 'summer:rest']","['room', 'slip']","['room:books', 'slip:sign']",0.0,"[(('books', 'VBZ'), 'nsubj', ('Fudge', 'NNP')), (('books', 'VBZ'), 'dobj', ('room', 'NN')), (('room', 'NN'), 'det', ('a', 'DT')), (('books', 'VBZ'), 'nmod', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', ('for', 'IN')), (('Harry', 'NNP'), 'acl:relcl', ('stay', 'VB')), (('stay', 'VB'), 'advmod', ('where', 'WRB')), (('stay', 'VB'), 'nsubj', ('Harry', 'NNP')), (('stay', 'VB'), 'aux', ('will', 'MD')), (('stay', 'VB'), 'nmod', ('rest', 'NN')), (('rest', 'NN'), 'case', ('for', 'IN')), (('rest', 'NN'), 'det', ('the', 'DT')), (('rest', 'NN'), 'nmod', ('summer', 'NN')), (('summer', 'NN'), 'case', ('of', 'IN')), (('summer', 'NN'), 'det', ('the', 'DT')), (('books', 'VBZ'), 'cc', ('but', 'CC')), (('books', 'VBZ'), 'conj', ('refuses', 'VBZ')), (('refuses', 'VBZ'), 'xcomp', ('sign', 'VB')), (('sign', 'VB'), 'mark', ('to', 'TO')), (('sign', 'VB'), 'dobj', ('slip', 'NN')), (('slip', 'NN'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS')), (('slip', 'NN'), 'amod', ('Hogsmeade', 'JJ')), (('slip', 'NN'), 'compound', ('permission', 'NN'))]"
"Harry spends the rest of the holidays in Diagon Alley , purchasing Harry 's school things and making sure not to make any unnecessary purchases .","['Harry', 'holidays', 'Alley']","['Harry:spends', 'holidays:rest', 'Alley:holidays']","['rest', 'things', 'purchases']","['rest:spends', 'things:purchasing', 'purchases:make']",0.5994,"[(('spends', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('spends', 'VBZ'), 'dobj', ('rest', 'NN')), (('rest', 'NN'), 'det', ('the', 'DT')), (('rest', 'NN'), 'nmod', ('holidays', 'NNS')), (('holidays', 'NNS'), 'case', ('of', 'IN')), (('holidays', 'NNS'), 'det', ('the', 'DT')), (('holidays', 'NNS'), 'nmod', ('Alley', 'NNP')), (('Alley', 'NNP'), 'case', ('in', 'IN')), (('Alley', 'NNP'), 'compound', ('Diagon', 'NNP')), (('spends', 'VBZ'), 'dep', ('purchasing', 'VBG')), (('purchasing', 'VBG'), 'dobj', ('things', 'NNS')), (('things', 'NNS'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS')), (('things', 'NNS'), 'compound', ('school', 'NN')), (('purchasing', 'VBG'), 'cc', ('and', 'CC')), (('purchasing', 'VBG'), 'conj', ('making', 'VBG')), (('making', 'VBG'), 'xcomp', ('sure', 'JJ')), (('sure', 'JJ'), 'dep', ('make', 'VB')), (('make', 'VB'), 'neg', ('not', 'RB')), (('make', 'VB'), 'mark', ('to', 'TO')), (('make', 'VB'), 'dobj', ('purchases', 'NNS')), (('purchases', 'NNS'), 'det', ('any', 'DT')), (('purchases', 'NNS'), 'amod', ('unnecessary', 'JJ'))]"
"On the last day of the holidays , Harry meets up with Ronald , Hermione and the rest of Percy , Ronald , Arthur and William who are also staying at the Leaky Cauldron .","['day', 'holidays', 'Harry', 'Ronald', 'Hermione', 'rest', 'Percy', 'Ronald', 'Arthur', 'William', 'Cauldron']","['day:meets', 'holidays:day', 'Harry:meets', 'Ronald:meets', 'Hermione:meets', 'rest:meets', 'Percy:rest', 'Ronald:rest', 'Arthur:rest', 'William:rest', 'Cauldron:staying']",[],[],0.3818,"[(('meets', 'VBZ'), 'nmod', ('day', 'NN')), (('day', 'NN'), 'case', ('On', 'IN')), (('day', 'NN'), 'det', ('the', 'DT')), (('day', 'NN'), 'amod', ('last', 'JJ')), (('day', 'NN'), 'nmod', ('holidays', 'NNS')), (('holidays', 'NNS'), 'case', ('of', 'IN')), (('holidays', 'NNS'), 'det', ('the', 'DT')), (('meets', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('meets', 'VBZ'), 'compound:prt', ('up', 'RP')), (('meets', 'VBZ'), 'nmod', ('Ronald', 'NNP')), (('Ronald', 'NNP'), 'case', ('with', 'IN')), (('Ronald', 'NNP'), 'conj', ('Hermione', 'NNP')), (('Ronald', 'NNP'), 'cc', ('and', 'CC')), (('Ronald', 'NNP'), 'conj', ('rest', 'NN')), (('rest', 'NN'), 'det', ('the', 'DT')), (('rest', 'NN'), 'nmod', ('Percy', 'NNP')), (('Percy', 'NNP'), 'case', ('of', 'IN')), (('Percy', 'NNP'), 'conj', ('Ronald', 'NNP')), (('Percy', 'NNP'), 'conj', ('Arthur', 'NNP')), (('Percy', 'NNP'), 'cc', ('and', 'CC')), (('Percy', 'NNP'), 'conj', ('William', 'NNP')), (('rest', 'NN'), 'acl:relcl', ('staying', 'VBG')), (('staying', 'VBG'), 'nsubj', ('who', 'WP')), (('staying', 'VBG'), 'aux', ('are', 'VBP')), (('staying', 'VBG'), 'advmod', ('also', 'RB')), (('staying', 'VBG'), 'nmod', ('Cauldron', 'NNP')), (('Cauldron', 'NNP'), 'case', ('at', 'IN')), (('Cauldron', 'NNP'), 'det', ('the', 'DT')), (('Cauldron', 'NNP'), 'compound', ('Leaky', 'NNP'))]"
"When Hermione decides to spend Hermione 's birthday money on a magical pet , to Hermione purchases a cat named Crookshanks , who harasses Ronald 's pet rat Scabbers .","['Hermione', 'pet', 'cat']","['Hermione:decides', 'pet:spend', 'cat:named']","['money', 'purchases', 'Crookshanks', 'Scabbers']","['money:spend', 'purchases:Hermione', 'Crookshanks:named', 'Scabbers:harasses']",-0.5423,"[(('named', 'VBD'), 'advcl', ('decides', 'VBZ')), (('decides', 'VBZ'), 'advmod', ('When', 'WRB')), (('decides', 'VBZ'), 'nsubj', ('Hermione', 'NNP')), (('decides', 'VBZ'), 'xcomp', ('spend', 'VB')), (('spend', 'VB'), 'mark', ('to', 'TO')), (('spend', 'VB'), 'dobj', ('money', 'NN')), (('money', 'NN'), 'nmod:poss', ('Hermione', 'NNP')), (('Hermione', 'NNP'), 'case', (""'s"", 'POS')), (('money', 'NN'), 'compound', ('birthday', 'NN')), (('spend', 'VB'), 'nmod', ('pet', 'NN')), (('pet', 'NN'), 'case', ('on', 'IN')), (('pet', 'NN'), 'det', ('a', 'DT')), (('pet', 'NN'), 'amod', ('magical', 'JJ')), (('spend', 'VB'), 'advcl', ('Hermione', 'VB')), (('Hermione', 'VB'), 'mark', ('to', 'TO')), (('Hermione', 'VB'), 'dobj', ('purchases', 'NNS')), (('named', 'VBD'), 'nsubj', ('cat', 'NN')), (('cat', 'NN'), 'det', ('a', 'DT')), (('named', 'VBD'), 'dobj', ('Crookshanks', 'NNP')), (('Crookshanks', 'NNP'), 'acl:relcl', ('harasses', 'VBZ')), (('harasses', 'VBZ'), 'nsubj', ('who', 'WP')), (('harasses', 'VBZ'), 'dobj', ('Scabbers', 'NNS')), (('Scabbers', 'NNS'), 'nmod:poss', ('Ronald', 'NNP')), (('Ronald', 'NNP'), 'case', (""'s"", 'POS')), (('Scabbers', 'NNS'), 'amod', ('pet', 'JJ')), (('Scabbers', 'NNS'), 'compound', ('rat', 'NN'))]"
"At some point during the night , Harry overhears a conversation between Ronald 's parents , Arthur and Molly .","['point', 'night', 'Harry', 'parents']","['point:overhears', 'night:point', 'Harry:overhears', 'parents:conversation']",['conversation'],['conversation:overhears'],0.0,"[(('overhears', 'VBZ'), 'nmod', ('point', 'NN')), (('point', 'NN'), 'case', ('At', 'IN')), (('point', 'NN'), 'det', ('some', 'DT')), (('point', 'NN'), 'nmod', ('night', 'NN')), (('night', 'NN'), 'case', ('during', 'IN')), (('night', 'NN'), 'det', ('the', 'DT')), (('overhears', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('overhears', 'VBZ'), 'dobj', ('conversation', 'NN')), (('conversation', 'NN'), 'det', ('a', 'DT')), (('conversation', 'NN'), 'nmod', ('parents', 'NNS')), (('parents', 'NNS'), 'case', ('between', 'IN')), (('parents', 'NNS'), 'nmod:poss', ('Ronald', 'NNP')), (('Ronald', 'NNP'), 'case', (""'s"", 'POS')), (('parents', 'NNS'), 'appos', ('Arthur', 'NNP')), (('Arthur', 'NNP'), 'cc', ('and', 'CC')), (('Arthur', 'NNP'), 'conj', ('Molly', 'NNP'))]"
"From what Ronald hears , Ronald learns that when Tom met his downfall , Sirius lost everything , and is now trying to kill Harry .","['Ronald', 'Ronald', 'Tom', 'Sirius']","['Ronald:hears', 'Ronald:learns', 'Tom:met', 'Sirius:lost']","['downfall', 'everything', 'Harry']","['downfall:met', 'everything:lost', 'Harry:kill']",-0.7906,"[(('learns', 'VBZ'), 'advcl', ('hears', 'VBZ')), (('hears', 'VBZ'), 'mark', ('From', 'IN')), (('hears', 'VBZ'), 'dobj', ('what', 'WP')), (('hears', 'VBZ'), 'nsubj', ('Ronald', 'NNP')), (('learns', 'VBZ'), 'nsubj', ('Ronald', 'NNP')), (('learns', 'VBZ'), 'ccomp', ('lost', 'VBD')), (('lost', 'VBD'), 'mark', ('that', 'IN')), (('lost', 'VBD'), 'advcl', ('met', 'VBD')), (('met', 'VBD'), 'advmod', ('when', 'WRB')), (('met', 'VBD'), 'nsubj', ('Tom', 'NNP')), (('met', 'VBD'), 'dobj', ('downfall', 'NN')), (('downfall', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('lost', 'VBD'), 'nsubj', ('Sirius', 'NNP')), (('lost', 'VBD'), 'dobj', ('everything', 'NN')), (('lost', 'VBD'), 'cc', ('and', 'CC')), (('lost', 'VBD'), 'conj', ('trying', 'VBG')), (('trying', 'VBG'), 'aux', ('is', 'VBZ')), (('trying', 'VBG'), 'advmod', ('now', 'RB')), (('trying', 'VBG'), 'xcomp', ('kill', 'VB')), (('kill', 'VB'), 'mark', ('to', 'TO')), (('kill', 'VB'), 'dobj', ('Harry', 'NNP'))]"
Harry realises that Fudge let Harry off because Harry was relieved to find Harry alive .,"['Harry', 'Fudge', 'Harry']","['Harry:realises', 'Fudge:let', 'Harry:alive']","['Harry', 'Harry']","['Harry:let', 'Harry:relieved']",0.6369,"[(('realises', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('realises', 'VBZ'), 'ccomp', ('let', 'VB')), (('let', 'VB'), 'mark', ('that', 'IN')), (('let', 'VB'), 'nsubj', ('Fudge', 'NNP')), (('let', 'VB'), 'dobj', ('Harry', 'NNP')), (('let', 'VB'), 'compound:prt', ('off', 'RP')), (('let', 'VB'), 'advcl', ('relieved', 'VBN')), (('relieved', 'VBN'), 'mark', ('because', 'IN')), (('relieved', 'VBN'), 'nsubjpass', ('Harry', 'NNP')), (('relieved', 'VBN'), 'auxpass', ('was', 'VBD')), (('relieved', 'VBN'), 'xcomp', ('find', 'VB')), (('find', 'VB'), 'mark', ('to', 'TO')), (('find', 'VB'), 'xcomp', ('alive', 'JJ')), (('alive', 'JJ'), 'nsubj', ('Harry', 'NNP'))]"
"Harry is unconcerned about Sirius , doubting that the escapee could harm Harry at Hogwarts , with headmaster Albus around .","['Harry', 'Sirius', 'escapee', 'Hogwarts', 'Albus']","['Harry:doubting', 'Sirius:doubting', 'escapee:harm', 'Hogwarts:Harry', 'Albus:harm']",['Harry'],['Harry:harm'],-0.7783,"[(('doubting', 'VBG'), 'nsubj', ('Harry', 'NNP')), (('doubting', 'VBG'), 'cop', ('is', 'VBZ')), (('doubting', 'VBG'), 'xcomp', ('unconcerned', 'JJ')), (('doubting', 'VBG'), 'nmod', ('Sirius', 'NNP')), (('Sirius', 'NNP'), 'case', ('about', 'IN')), (('doubting', 'VBG'), 'ccomp', ('harm', 'VB')), (('harm', 'VB'), 'mark', ('that', 'IN')), (('harm', 'VB'), 'nsubj', ('escapee', 'NN')), (('escapee', 'NN'), 'det', ('the', 'DT')), (('harm', 'VB'), 'aux', ('could', 'MD')), (('harm', 'VB'), 'dobj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'nmod', ('Hogwarts', 'NNP')), (('Hogwarts', 'NNP'), 'case', ('at', 'IN')), (('harm', 'VB'), 'nmod', ('Albus', 'NNS')), (('Albus', 'NNS'), 'case', ('with', 'IN')), (('Albus', 'NNS'), 'compound', ('headmaster', 'NN')), (('harm', 'VB'), 'advmod', ('around', 'RB'))]"
"The next day , shortly before he boards the Hogwarts Express , Arthur tried to warn him about Sirius and makes him promise not to go looking for Sirius no matter what Arthur hears .","['he', 'Arthur', 'Sirius', 'him', 'Sirius', 'Arthur']","['he:boards', 'Arthur:tried', 'Sirius:warn', 'him:promise', 'Sirius:looking', 'Arthur:hears']","['Express', 'him']","['Express:boards', 'him:warn']",-0.0516,"[(('tried', 'VBD'), 'nmod:tmod', ('day', 'NN')), (('day', 'NN'), 'det', ('The', 'DT')), (('day', 'NN'), 'amod', ('next', 'JJ')), (('tried', 'VBD'), 'advcl', ('boards', 'VBZ')), (('boards', 'VBZ'), 'advmod', ('shortly', 'RB')), (('boards', 'VBZ'), 'mark', ('before', 'IN')), (('boards', 'VBZ'), 'nsubj', ('he', 'PRP')), (('boards', 'VBZ'), 'dobj', ('Express', 'NNP')), (('Express', 'NNP'), 'det', ('the', 'DT')), (('Express', 'NNP'), 'compound', ('Hogwarts', 'NNP')), (('tried', 'VBD'), 'nsubj', ('Arthur', 'NNP')), (('tried', 'VBD'), 'xcomp', ('warn', 'VB')), (('warn', 'VB'), 'mark', ('to', 'TO')), (('warn', 'VB'), 'dobj', ('him', 'PRP')), (('warn', 'VB'), 'nmod', ('Sirius', 'NNP')), (('Sirius', 'NNP'), 'case', ('about', 'IN')), (('tried', 'VBD'), 'cc', ('and', 'CC')), (('tried', 'VBD'), 'conj', ('makes', 'VBZ')), (('makes', 'VBZ'), 'ccomp', ('promise', 'VBP')), (('promise', 'VBP'), 'nsubj', ('him', 'PRP')), (('promise', 'VBP'), 'xcomp', ('go', 'VB')), (('go', 'VB'), 'neg', ('not', 'RB')), (('go', 'VB'), 'mark', ('to', 'TO')), (('go', 'VB'), 'xcomp', ('looking', 'VBG')), (('looking', 'VBG'), 'nmod', ('Sirius', 'NNP')), (('Sirius', 'NNP'), 'case', ('for', 'IN')), (('looking', 'VBG'), 'advmod', ('matter', 'NN')), (('matter', 'NN'), 'neg', ('no', 'DT')), (('matter', 'NN'), 'ccomp', ('hears', 'VBZ')), (('hears', 'VBZ'), 'dobj', ('what', 'WP')), (('hears', 'VBZ'), 'nsubj', ('Arthur', 'NNP'))]"
Harry tells Harry that Harry already knows because Harry heard Mr and Mrs Weasley talking about it earlier .,"['Harry', 'Harry', 'Harry', 'it']","['Harry:tells', 'Harry:knows', 'Harry:heard', 'it:talking']","['Harry', 'Weasley']","['Harry:tells', 'Weasley:heard']",0.0,"[(('tells', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('tells', 'VBZ'), 'dobj', ('Harry', 'NNP')), (('tells', 'VBZ'), 'ccomp', ('knows', 'VBZ')), (('knows', 'VBZ'), 'mark', ('that', 'IN')), (('knows', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('knows', 'VBZ'), 'advmod', ('already', 'RB')), (('knows', 'VBZ'), 'advcl', ('heard', 'VBD')), (('heard', 'VBD'), 'mark', ('because', 'IN')), (('heard', 'VBD'), 'nsubj', ('Harry', 'NNP')), (('heard', 'VBD'), 'dobj', ('Weasley', 'NNP')), (('Weasley', 'NNP'), 'compound', ('Mr', 'NNP')), (('Mr', 'NNP'), 'cc', ('and', 'CC')), (('Mr', 'NNP'), 'conj', ('Mrs', 'NNP')), (('Weasley', 'NNP'), 'acl', ('talking', 'VBG')), (('talking', 'VBG'), 'nmod', ('it', 'PRP')), (('it', 'PRP'), 'case', ('about', 'IN')), (('talking', 'VBG'), 'advmod', ('earlier', 'RBR'))]"
